	Age	Gender	Sentiment	Food
3579	67	0	0	Mint Sauce
3580	31	1	2	Onion Chutney
3581	39	1	4	Onion Chutney
3582	35	0	2	Mango Chutney
3583	44	0	0	Onion Chutney
3584	37	1	1	Mango Chutney
3585	63	1	2	Lime Pickle
3586	36	0	2	Mint Sauce
3587	59	0	1	Mint Sauce
3588	35	0	2	Mango Chutney
3589	44	1	3	Mango Chutney
3590	19	1	1	Mango Chutney
3591	25	0	1	Mint Sauce
3592	51	0	5	Mango Chutney
3593	17	0	3	Onion Chutney
3594	28	0	0	Onion Chutney
3595	38	0	2	Lime Pickle
3596	29	1	4	Red Sauce
3597	54	0	2	Mint Sauce
3598	56	1	5	Mango Chutney
3599	22	1	5	Red Sauce
3600	58	0	2	Mint Sauce
3601	63	0	0	Mint Sauce
3602	54	1	0	Mint Sauce
3603	36	0	2	Mint Sauce
3604	68	1	2	Mango Chutney
3605	49	1	1	Lime Pickle
3606	15	0	3	Onion Chutney
3607	38	1	1	Mango Chutney
3608	55	0	3	Red Sauce
3609	67	0	4	Mint Sauce
3610	42	0	2	Red Sauce
3611	48	1	3	Mango Chutney
3612	62	0	1	Mango Chutney
3613	58	0	3	Onion Chutney
3614	55	0	2	Mango Chutney
3615	19	0	1	Mango Chutney
3616	58	0	2	Red Sauce
3617	57	1	5	Lime Pickle
3618	20	1	5	Onion Chutney
3619	15	1	0	Mango Chutney
3620	35	1	5	Onion Chutney
3621	28	0	1	Mango Chutney
3622	27	0	1	Lime Pickle
3623	22	0	0	Lime Pickle
3624	37	0	4	Red Sauce
3625	59	1	3	Mango Chutney
3626	68	0	5	Mango Chutney
3627	22	0	3	Mint Sauce
3628	56	0	2	Mint Sauce
3629	42	0	2	Onion Chutney
3630	54	1	1	Onion Chutney
3631	57	0	2	Mint Sauce
3632	48	1	3	Red Sauce
3633	27	1	3	Mango Chutney
3634	54	0	2	Mint Sauce
3635	15	1	1	Onion Chutney
3636	65	1	2	Onion Chutney
3637	59	1	5	Onion Chutney
3638	28	0	0	Lime Pickle
3639	54	1	5	Mint Sauce
3640	34	0	3	Mango Chutney
3641	54	0	4	Mint Sauce
3642	62	0	1	Mint Sauce
3643	45	0	0	Mint Sauce
3644	58	0	1	Mango Chutney
3645	48	1	3	Red Sauce
3646	52	1	2	Onion Chutney
3647	38	1	0	Lime Pickle
3648	58	1	5	Mango Chutney
3649	67	0	0	Red Sauce
3650	44	0	1	Mango Chutney
3651	21	1	0	Mango Chutney
3652	47	1	3	Mango Chutney
3653	49	0	0	Mango Chutney
3654	32	1	1	Mint Sauce
3655	17	0	2	Mint Sauce
3656	20	0	3	Mango Chutney
3657	54	0	3	Onion Chutney
3658	36	1	1	Onion Chutney
3659	48	1	3	Onion Chutney
3660	53	0	4	Onion Chutney
3661	20	1	5	Red Sauce
3662	63	1	4	Red Sauce
3663	47	1	2	Mango Chutney
3664	29	0	0	Mango Chutney
3665	17	1	0	Onion Chutney
3666	21	0	2	Mint Sauce
3667	17	1	5	Onion Chutney
3668	58	0	2	Mango Chutney
3669	35	1	5	Mango Chutney
3670	66	0	4	Mint Sauce
3671	24	0	1	Mango Chutney
3672	33	0	3	Mango Chutney
3673	47	1	3	Onion Chutney
3674	47	0	5	Mint Sauce
3675	17	1	1	Mint Sauce
3676	44	0	2	Mint Sauce
3677	27	0	0	Onion Chutney
3678	43	0	0	Onion Chutney
3679	31	0	5	Mint Sauce
3680	54	1	1	Red Sauce
3681	20	0	2	Mango Chutney
3682	65	0	4	Mint Sauce
3683	57	1	5	Lime Pickle
3684	47	0	0	Mint Sauce
3685	49	0	4	Mango Chutney
3686	53	0	4	Mango Chutney
3687	19	0	2	Mint Sauce
3688	66	0	0	Onion Chutney
3689	34	0	4	Mango Chutney
3690	30	1	2	Mint Sauce
3691	30	1	1	Mint Sauce
3692	61	1	5	Mint Sauce
3693	56	1	0	Mango Chutney
3694	41	1	3	Mango Chutney
3695	60	1	4	Mango Chutney
3696	24	0	2	Mango Chutney
3697	26	0	5	Onion Chutney
3698	29	1	3	Onion Chutney
3699	48	0	4	Mango Chutney
3700	21	1	4	Mint Sauce
3701	45	0	5	Mango Chutney
3702	55	1	0	Mango Chutney
3703	44	0	1	Mango Chutney
3704	62	1	4	Mango Chutney
3705	33	1	5	Onion Chutney
3706	22	1	5	Mango Chutney
3707	54	0	2	Mango Chutney
3708	39	1	5	Mango Chutney
3709	52	1	2	Mint Sauce
3710	66	1	2	Mango Chutney
3711	54	0	4	Mango Chutney
3712	55	1	1	Red Sauce
3713	59	0	3	Lime Pickle
3714	48	1	1	Mango Chutney
3715	58	0	1	Onion Chutney
3716	16	0	3	Mint Sauce
3717	57	1	5	Mango Chutney
3718	55	1	0	Mango Chutney
3719	57	0	3	Onion Chutney
3720	17	1	1	Mango Chutney
3721	34	0	3	Mint Sauce
3722	54	0	3	Mango Chutney
3723	53	0	5	Mango Chutney
3724	55	1	1	Onion Chutney
3725	16	1	1	Mint Sauce
3726	52	0	4	Mint Sauce
3727	69	0	3	Mint Sauce
3728	26	0	0	Mango Chutney
3729	19	0	3	Mango Chutney
3730	63	0	1	Mango Chutney
3731	33	1	1	Mango Chutney
3732	33	0	5	Mango Chutney
3733	61	1	4	Mint Sauce
3734	41	0	1	Red Sauce
3735	53	0	2	Red Sauce
3736	21	0	3	Onion Chutney
3737	34	0	5	Onion Chutney
3738	67	1	1	Lime Pickle
3739	16	0	4	Lime Pickle
3740	52	1	0	Mango Chutney
3741	31	1	2	Mango Chutney
3742	41	0	1	Mango Chutney
3743	64	0	5	Mango Chutney
3744	41	1	4	Mint Sauce
3745	40	1	4	Mint Sauce
3746	23	1	3	Mint Sauce
3747	34	0	3	Mint Sauce
3748	67	1	3	Mango Chutney
3749	50	0	3	Mint Sauce
3750	61	1	3	Onion Chutney
3751	39	1	0	Mint Sauce
3752	60	1	3	Onion Chutney
3753	25	1	3	Mango Chutney
3754	55	1	0	Red Sauce
3755	58	1	0	Mango Chutney
3756	68	0	5	Mango Chutney
3757	43	1	3	Mango Chutney
3758	57	1	4	Mint Sauce
3759	49	1	2	Onion Chutney
3760	23	0	0	Mango Chutney
3761	24	1	4	Red Sauce
3762	53	1	0	Mango Chutney
3763	60	0	0	Mango Chutney
3764	68	0	3	Mango Chutney
3765	47	0	5	Onion Chutney
3766	36	0	2	Mint Sauce
3767	36	1	0	Mint Sauce
3768	52	1	2	Onion Chutney
3769	51	0	4	Mango Chutney
3770	53	1	0	Red Sauce
3771	54	0	2	Mint Sauce
3772	50	0	0	Mango Chutney
3773	61	0	2	Mango Chutney
3774	61	0	2	Mint Sauce
3775	34	0	2	Onion Chutney
3776	61	0	2	Onion Chutney
3777	29	1	3	Mint Sauce
3778	44	1	3	Red Sauce
3779	44	0	1	Mango Chutney
3780	43	0	0	Mango Chutney
3781	63	0	0	Mint Sauce
3782	41	1	0	Mango Chutney
3783	51	0	4	Onion Chutney
3784	17	0	3	Mint Sauce
3785	39	1	4	Red Sauce
3786	46	1	3	Mango Chutney
3787	27	1	4	Onion Chutney
3788	28	0	5	Red Sauce
3789	50	0	5	Onion Chutney
3790	27	1	2	Lime Pickle
3791	32	1	1	Red Sauce
3792	61	0	5	Mango Chutney
3793	39	0	2	Mango Chutney
3794	52	1	2	Mango Chutney
3795	23	1	4	Mint Sauce
3796	41	0	0	Red Sauce
3797	40	0	2	Mango Chutney
3798	40	1	0	Onion Chutney
3799	36	1	0	Mango Chutney
3800	41	1	5	Mint Sauce
3801	29	0	4	Mint Sauce
3802	19	0	3	Red Sauce
3803	43	1	3	Mango Chutney
3804	23	1	3	Onion Chutney
3805	53	0	4	Lime Pickle
3806	23	0	2	Red Sauce
3807	46	0	1	Red Sauce
3808	24	0	2	Mint Sauce
3809	54	0	2	Mint Sauce
3810	58	0	3	Mango Chutney
3811	54	1	5	Mango Chutney
3812	59	1	4	Lime Pickle
3813	53	1	1	Mango Chutney
3814	58	0	2	Onion Chutney
3815	63	1	3	Onion Chutney
3816	61	0	0	Mint Sauce
3817	45	1	2	Red Sauce
3818	45	0	2	Mango Chutney
3819	24	1	3	Mint Sauce
3820	31	1	2	Mint Sauce
3821	62	0	2	Red Sauce
3822	59	0	0	Mango Chutney
3823	54	0	2	Mint Sauce
3824	53	0	5	Mango Chutney
3825	32	0	4	Mint Sauce
3826	51	0	4	Onion Chutney
3827	33	1	1	Onion Chutney
3828	34	0	5	Onion Chutney
3829	53	1	5	Lime Pickle
3830	55	1	1	Mint Sauce
3831	57	0	2	Mango Chutney
3832	17	1	0	Mango Chutney
3833	40	1	4	Red Sauce
3834	16	0	4	Onion Chutney
3835	31	1	0	Mango Chutney
3836	36	0	3	Mango Chutney
3837	17	0	3	Mango Chutney
3838	47	1	2	Mango Chutney
3839	36	1	5	Mango Chutney
3840	69	0	4	Mint Sauce
3841	62	1	2	Onion Chutney
3842	61	0	1	Mint Sauce
3843	36	0	3	Mango Chutney
3844	22	0	1	Mango Chutney
3845	48	1	2	Mango Chutney
3846	23	1	5	Onion Chutney
3847	55	1	0	Onion Chutney
3848	32	0	5	Mango Chutney
3849	46	1	4	Red Sauce
3850	44	0	2	Red Sauce
3851	59	0	0	Red Sauce
3852	52	0	3	Mint Sauce
3853	66	1	1	Lime Pickle
3854	53	0	5	Mango Chutney
3855	61	0	2	Red Sauce
3856	52	0	4	Mango Chutney
3857	66	1	2	Onion Chutney
3858	62	1	3	Mint Sauce
3859	26	1	3	Mango Chutney
3860	55	0	4	Mint Sauce
3861	34	0	3	Mint Sauce
3862	21	0	2	Onion Chutney
3863	32	0	0	Mint Sauce
3864	16	1	2	Onion Chutney
3865	32	1	0	Mango Chutney
3866	51	1	1	Mango Chutney
3867	62	0	1	Red Sauce
3868	40	1	5	Lime Pickle
3869	38	0	2	Mango Chutney
3870	18	1	1	Mint Sauce
3871	60	0	0	Mango Chutney
3872	60	1	3	Mint Sauce
3873	18	0	3	Mint Sauce
3874	57	0	1	Onion Chutney
3875	44	0	0	Mango Chutney
3876	25	0	2	Mango Chutney
3877	25	1	5	Mango Chutney
3878	64	1	3	Mango Chutney
3879	51	1	0	Onion Chutney
3880	32	1	1	Mint Sauce
3881	39	1	5	Red Sauce
3882	32	0	0	Mango Chutney
3883	52	0	2	Mango Chutney
3884	15	0	5	Mango Chutney
3885	67	1	3	Mango Chutney
3886	63	0	1	Red Sauce
3887	53	1	2	Mango Chutney
3888	52	0	4	Mango Chutney
3889	67	1	3	Onion Chutney
3890	69	0	3	Onion Chutney
3891	61	1	4	Red Sauce
3892	47	1	3	Mint Sauce
3893	50	1	3	Onion Chutney
3894	47	0	5	Mango Chutney
3895	37	0	4	Lime Pickle
3896	67	0	5	Mint Sauce
3897	44	1	5	Onion Chutney
3898	51	0	3	Red Sauce
3899	21	1	5	Mango Chutney
3900	53	0	3	Onion Chutney
3901	58	0	2	Mango Chutney
3902	55	0	4	Mint Sauce
3903	40	0	3	Red Sauce
3904	65	1	1	Mango Chutney
3905	18	1	5	Mint Sauce
3906	30	1	1	Mango Chutney
3907	25	0	0	Mango Chutney
3908	41	0	2	Red Sauce
3909	54	0	4	Onion Chutney
3910	58	0	2	Mint Sauce
3911	56	1	5	Onion Chutney
3912	69	1	0	Mint Sauce
3913	33	1	1	Mint Sauce
3914	66	1	2	Onion Chutney
3915	68	1	3	Lime Pickle
3916	54	0	3	Mango Chutney
3917	52	1	5	Mint Sauce
3918	18	1	1	Red Sauce
3919	60	1	5	Mango Chutney
3920	57	0	2	Red Sauce
3921	15	1	0	Onion Chutney
3922	31	0	5	Mango Chutney
3923	31	0	3	Onion Chutney
3924	41	0	0	Onion Chutney
3925	16	1	0	Mango Chutney
3926	22	0	3	Mint Sauce
3927	28	1	1	Mango Chutney
3928	28	1	3	Mango Chutney
3929	68	0	4	Red Sauce
3930	24	0	1	Mint Sauce
3931	69	1	2	Onion Chutney
3932	22	1	0	Onion Chutney
3933	26	1	4	Mint Sauce
3934	29	0	0	Red Sauce
3935	39	1	4	Onion Chutney
3936	41	1	5	Mint Sauce
3937	23	1	4	Mango Chutney
3938	38	0	1	Mango Chutney
3939	51	0	3	Red Sauce
3940	25	0	1	Lime Pickle
3941	30	0	0	Mint Sauce
3942	49	0	4	Mango Chutney
3943	15	1	2	Red Sauce
3944	41	1	5	Red Sauce
3945	31	0	5	Mango Chutney
3946	64	0	1	Mango Chutney
3947	51	1	2	Mint Sauce
3948	50	1	1	Mango Chutney
3949	38	1	0	Mint Sauce
3950	28	1	4	Mint Sauce
3951	64	0	1	Mint Sauce
3952	39	0	1	Onion Chutney
3953	65	1	2	Mint Sauce
3954	43	1	3	Red Sauce
3955	27	1	4	Onion Chutney
3956	22	0	0	Mango Chutney
3957	27	0	1	Lime Pickle
3958	20	1	5	Onion Chutney
3959	43	0	0	Red Sauce
3960	30	1	3	Onion Chutney
3961	44	1	2	Mint Sauce
3962	62	1	5	Mango Chutney
3963	59	1	3	Mango Chutney
3964	17	0	3	Mint Sauce
3965	59	1	4	Mint Sauce
3966	66	0	4	Onion Chutney
3967	23	1	3	Onion Chutney
3968	50	0	5	Lime Pickle
3969	22	0	2	Red Sauce
3970	23	1	4	Red Sauce
3971	20	1	4	Mango Chutney
3972	37	1	0	Lime Pickle
3973	53	1	1	Mango Chutney
3974	28	1	2	Mint Sauce
3975	66	0	5	Mango Chutney
3976	20	1	5	Mango Chutney
3977	49	1	2	Mango Chutney
3978	21	1	5	Onion Chutney
3979	40	1	5	Onion Chutney
3980	21	0	2	Mango Chutney
3981	63	1	2	Mango Chutney
3982	34	1	0	Mint Sauce
3983	47	1	3	Mint Sauce
3984	31	0	5	Mint Sauce
3985	67	0	0	Mint Sauce
3986	55	1	1	Red Sauce
3987	66	1	3	Red Sauce
3988	29	0	4	Mango Chutney
3989	32	0	0	Mango Chutney
3990	17	0	4	Mint Sauce
3991	50	0	5	Onion Chutney
3992	64	1	2	Mango Chutney
3993	29	1	2	Mint Sauce
3994	57	0	2	Mint Sauce
3995	66	0	4	Mango Chutney
3996	15	1	1	Lime Pickle
3997	64	1	2	Mint Sauce
3998	64	0	5	Mango Chutney
3999	17	0	2	Mint Sauce
4000	42	1	3	Mango Chutney
4001	36	0	4	Mint Sauce
4002	60	0	2	Mango Chutney
4003	55	0	3	Mango Chutney
4004	16	1	0	Mango Chutney
4005	25	0	1	Mint Sauce
4006	60	1	3	Mint Sauce
4007	60	0	0	Onion Chutney
4008	28	0	0	Red Sauce
4009	51	0	4	Mint Sauce
4010	59	0	2	Lime Pickle
4011	50	1	0	Onion Chutney
4012	30	0	0	Mango Chutney
4013	43	1	2	Onion Chutney
4014	34	0	2	Onion Chutney
4015	38	1	0	Mango Chutney
4016	65	0	4	Mango Chutney
4017	60	1	4	Mango Chutney
4018	59	0	3	Mango Chutney
4019	39	1	5	Mango Chutney
4020	16	1	2	Mango Chutney
4021	36	1	5	Mango Chutney
4022	20	1	1	Mint Sauce
4023	17	0	2	Mint Sauce
4024	23	1	5	Mango Chutney
4025	55	0	2	Onion Chutney
4026	65	1	2	Mango Chutney
4027	50	1	0	Red Sauce
4028	45	0	0	Mango Chutney
4029	17	1	5	Mint Sauce
4030	23	0	1	Mango Chutney
4031	64	1	2	Onion Chutney
4032	16	1	0	Mint Sauce
4033	28	1	1	Mint Sauce
4034	26	1	3	Mango Chutney
4035	51	1	1	Mango Chutney
4036	42	1	4	Mint Sauce
4037	40	0	2	Mango Chutney
4038	33	1	1	Mango Chutney
4039	66	0	0	Mango Chutney
4040	18	1	1	Onion Chutney
4041	62	1	2	Mango Chutney
4042	69	1	0	Mango Chutney
4043	38	1	5	Mint Sauce
4044	46	1	1	Mango Chutney
4045	39	0	2	Red Sauce
4046	17	1	1	Red Sauce
4047	29	1	2	Mango Chutney
4048	44	0	0	Mint Sauce
4049	25	0	5	Mango Chutney
4050	38	1	4	Mango Chutney
4051	32	1	2	Mango Chutney
4052	55	0	3	Onion Chutney
4053	66	1	2	Mint Sauce
4054	28	0	0	Onion Chutney
4055	60	1	3	Mint Sauce
4056	15	0	5	Mango Chutney
4057	21	0	3	Red Sauce
4058	48	0	0	Red Sauce
4059	45	0	5	Lime Pickle
4060	22	0	0	Red Sauce
4061	22	0	0	Onion Chutney
4062	42	0	0	Mint Sauce
4063	49	1	3	Mint Sauce
4064	42	1	3	Mint Sauce
4065	66	1	2	Lime Pickle
4066	57	1	4	Onion Chutney
4067	46	1	1	Mango Chutney
4068	24	1	4	Mango Chutney
4069	23	1	0	Mint Sauce
4070	29	0	1	Lime Pickle
4071	64	1	4	Mint Sauce
4072	48	1	3	Mint Sauce
4073	59	1	4	Mango Chutney
4074	22	0	1	Lime Pickle
4075	35	1	1	Red Sauce
4076	18	1	0	Onion Chutney
4077	37	1	0	Onion Chutney
4078	54	1	1	Mango Chutney
4079	39	1	4	Mint Sauce
4080	17	0	3	Mint Sauce
4081	52	1	1	Mango Chutney
4082	49	0	4	Mango Chutney
4083	66	0	4	Red Sauce
4084	69	0	4	Red Sauce
4085	36	1	1	Mint Sauce
4086	54	1	1	Mango Chutney
4087	30	1	1	Onion Chutney
4088	68	0	0	Red Sauce
4089	32	0	0	Onion Chutney
4090	43	0	0	Onion Chutney
4091	46	0	0	Mint Sauce
4092	45	1	3	Mango Chutney
4093	40	0	3	Red Sauce
4094	65	0	4	Mint Sauce
4095	36	0	2	Red Sauce
4096	20	1	4	Onion Chutney
4097	35	0	4	Lime Pickle
4098	44	1	5	Lime Pickle
4099	49	1	2	Mango Chutney
4100	48	0	5	Mint Sauce
4101	52	1	1	Mango Chutney
4102	59	1	5	Mango Chutney
4103	56	0	2	Red Sauce
4104	43	1	3	Onion Chutney
4105	46	1	1	Mango Chutney
4106	49	1	2	Onion Chutney
4107	38	1	0	Mango Chutney
4108	24	1	5	Mango Chutney
4109	19	1	0	Mango Chutney
4110	38	0	3	Mint Sauce
4111	69	1	2	Lime Pickle
4112	43	1	3	Onion Chutney
4113	47	0	1	Onion Chutney
4114	64	0	5	Mint Sauce
4115	64	1	2	Mint Sauce
4116	52	1	0	Red Sauce
4117	49	1	1	Mango Chutney
4118	26	1	3	Mint Sauce
4119	69	1	2	Mint Sauce
4120	29	1	3	Mango Chutney
4121	27	1	4	Mango Chutney
4122	48	0	4	Mint Sauce
4123	23	1	4	Red Sauce
4124	58	1	5	Mango Chutney
4125	53	0	2	Onion Chutney
4126	56	1	5	Mint Sauce
4127	66	0	4	Onion Chutney
4128	33	1	1	Mint Sauce
4129	17	1	1	Lime Pickle
4130	45	1	4	Red Sauce
4131	25	1	4	Mango Chutney
4132	43	0	2	Onion Chutney
4133	59	1	4	Lime Pickle
4134	20	0	4	Mint Sauce
4135	68	0	4	Mint Sauce
4136	48	1	1	Mint Sauce
4137	60	1	3	Lime Pickle
4138	63	1	3	Onion Chutney
4139	62	0	0	Red Sauce
4140	42	1	3	Red Sauce
4141	58	0	1	Mango Chutney
4142	26	1	3	Mint Sauce
4143	67	0	4	Mango Chutney
4144	54	0	3	Mint Sauce
4145	55	1	1	Mango Chutney
4146	28	1	2	Red Sauce
4147	52	0	3	Mango Chutney
4148	48	0	4	Mango Chutney
4149	25	1	2	Lime Pickle
4150	68	1	1	Mango Chutney
4151	43	0	1	Mango Chutney
4152	36	0	4	Mango Chutney
4153	43	1	5	Onion Chutney
4154	27	0	1	Mango Chutney
4155	21	1	0	Mango Chutney
4156	47	0	0	Mint Sauce
4157	22	1	4	Mango Chutney
4158	33	1	0	Mint Sauce
4159	69	0	4	Red Sauce
4160	40	0	0	Mint Sauce
4161	43	1	3	Onion Chutney
4162	50	1	0	Mango Chutney
4163	56	1	0	Mango Chutney
4164	28	1	2	Mint Sauce
4165	48	1	2	Mint Sauce
4166	32	0	3	Onion Chutney
4167	54	1	0	Mint Sauce
4168	63	0	0	Lime Pickle
4169	34	1	0	Mint Sauce
4170	38	1	5	Lime Pickle
4171	40	1	4	Mango Chutney
4172	46	0	5	Mango Chutney
4173	60	1	3	Red Sauce
4174	44	1	2	Mango Chutney
4175	67	0	0	Mango Chutney
4176	19	1	0	Mint Sauce
4177	17	1	1	Mint Sauce
4178	32	1	0	Mango Chutney
4179	35	1	1	Lime Pickle
4180	29	0	4	Onion Chutney
4181	23	0	2	Mango Chutney
4182	68	0	5	Mint Sauce
4183	45	0	0	Mango Chutney
4184	17	1	1	Red Sauce
4185	69	1	2	Mango Chutney
4186	29	1	3	Mango Chutney
4187	46	1	2	Mint Sauce
4188	62	1	5	Mango Chutney
4189	30	0	0	Onion Chutney
4190	29	1	2	Onion Chutney
4191	55	1	0	Red Sauce
4192	46	0	1	Mango Chutney
4193	19	0	2	Onion Chutney
4194	62	0	5	Mango Chutney
4195	23	1	3	Mint Sauce
4196	48	0	4	Onion Chutney
4197	69	1	2	Onion Chutney
4198	36	0	3	Red Sauce
4199	65	0	5	Red Sauce
4200	40	0	3	Mango Chutney
4201	69	0	0	Mint Sauce
4202	51	1	0	Mango Chutney
4203	27	0	1	Mango Chutney
4204	19	0	2	Onion Chutney
4205	69	1	0	Mango Chutney
4206	25	1	5	Mango Chutney
4207	30	1	0	Onion Chutney
4208	60	1	4	Mango Chutney
4209	41	0	2	Mango Chutney
4210	59	1	5	Lime Pickle
4211	33	1	2	Mint Sauce
4212	36	1	0	Onion Chutney
4213	61	1	2	Onion Chutney
4214	57	1	0	Mint Sauce
4215	43	1	4	Mango Chutney
4216	18	0	2	Red Sauce
4217	32	1	2	Mango Chutney
4218	58	0	2	Mango Chutney
4219	46	1	2	Lime Pickle
4220	36	1	5	Red Sauce
4221	36	0	4	Mango Chutney
4222	60	1	4	Mango Chutney
4223	54	1	1	Mint Sauce
4224	64	1	2	Mango Chutney
4225	63	0	1	Lime Pickle
4226	45	0	0	Lime Pickle
4227	66	0	5	Red Sauce
4228	16	1	2	Mint Sauce
4229	65	1	1	Mint Sauce
4230	37	0	2	Onion Chutney
4231	40	0	1	Mint Sauce
4232	48	0	0	Lime Pickle
4233	51	1	1	Mango Chutney
4234	29	1	2	Mango Chutney
4235	18	1	1	Onion Chutney
4236	26	1	4	Onion Chutney
4237	62	0	2	Mango Chutney
4238	44	1	3	Lime Pickle
4239	18	0	4	Mint Sauce
4240	62	1	4	Mango Chutney
4241	15	0	4	Mango Chutney
4242	59	1	0	Mango Chutney
4243	38	1	5	Mango Chutney
4244	49	0	0	Onion Chutney
4245	65	1	1	Mango Chutney
4246	29	0	5	Mango Chutney
4247	50	1	2	Onion Chutney
4248	45	0	2	Onion Chutney
4249	40	1	3	Red Sauce
4250	58	0	1	Mango Chutney
4251	61	1	5	Mango Chutney
4252	44	1	3	Mint Sauce
4253	23	1	3	Mango Chutney
4254	24	0	1	Onion Chutney
4255	61	1	5	Mango Chutney
4256	60	0	2	Mango Chutney
4257	41	1	0	Mango Chutney
4258	39	1	5	Mango Chutney
4259	63	1	3	Mango Chutney
4260	63	1	4	Onion Chutney
4261	26	1	3	Mint Sauce
4262	64	0	5	Mango Chutney
4263	50	0	5	Mint Sauce
4264	19	0	4	Onion Chutney
4265	53	1	1	Onion Chutney
4266	65	1	3	Mango Chutney
4267	57	0	2	Lime Pickle
4268	45	1	2	Mint Sauce
4269	64	0	5	Onion Chutney
4270	43	0	5	Mango Chutney
4271	37	1	5	Lime Pickle
4272	63	0	5	Lime Pickle
4273	26	1	4	Onion Chutney
4274	37	0	4	Mint Sauce
4275	18	1	0	Mango Chutney
4276	46	1	4	Mint Sauce
4277	35	0	4	Onion Chutney
4278	38	0	3	Mango Chutney
4279	51	1	2	Lime Pickle
4280	37	1	1	Red Sauce
4281	33	1	0	Onion Chutney
4282	37	1	5	Red Sauce
4283	26	0	1	Lime Pickle
4284	56	1	1	Mango Chutney
4285	38	1	4	Mango Chutney
4286	33	0	3	Mango Chutney
4287	44	0	5	Mango Chutney
4288	34	0	4	Lime Pickle
4289	37	1	5	Mango Chutney
4290	43	1	5	Mint Sauce
4291	22	1	4	Mango Chutney
4292	53	0	2	Mango Chutney
4293	49	1	2	Onion Chutney
4294	60	0	2	Mango Chutney
4295	69	1	1	Mint Sauce
4296	32	0	4	Lime Pickle
4297	18	1	0	Mint Sauce
4298	28	0	0	Mango Chutney
4299	68	1	2	Mint Sauce
4300	54	0	3	Mango Chutney
4301	60	1	4	Onion Chutney
4302	23	0	0	Mint Sauce
4303	60	0	2	Onion Chutney
4304	40	1	4	Lime Pickle
4305	55	1	5	Mint Sauce
4306	38	0	2	Lime Pickle
4307	30	0	4	Mango Chutney
4308	38	0	3	Mint Sauce
4309	59	0	3	Mango Chutney
4310	65	1	2	Mango Chutney
4311	53	0	3	Mint Sauce
4312	42	0	1	Onion Chutney
4313	24	0	2	Mango Chutney
4314	58	1	0	Mango Chutney
4315	22	0	3	Onion Chutney
4316	56	1	1	Lime Pickle
4317	69	1	2	Mint Sauce
4318	34	1	0	Mint Sauce
4319	67	0	5	Mango Chutney
4320	54	0	2	Mango Chutney
4321	45	1	2	Mango Chutney
4322	49	0	3	Mint Sauce
4323	56	0	3	Mango Chutney
4324	36	0	3	Mango Chutney
4325	56	0	3	Mint Sauce
4326	36	1	5	Mint Sauce
4327	28	1	3	Mint Sauce
4328	32	0	3	Mint Sauce
4329	23	1	3	Mango Chutney
4330	35	1	5	Onion Chutney
4331	21	0	2	Onion Chutney
4332	58	0	1	Red Sauce
4333	25	0	1	Mint Sauce
4334	51	1	0	Mango Chutney
4335	35	1	0	Mango Chutney
4336	15	0	5	Mint Sauce
4337	57	1	4	Mint Sauce
4338	32	0	3	Mango Chutney
4339	49	0	5	Mango Chutney
4340	20	1	5	Mango Chutney
4341	64	0	0	Onion Chutney
4342	31	1	1	Mint Sauce
4343	40	0	2	Mango Chutney
4344	61	1	5	Mango Chutney
4345	33	1	2	Onion Chutney
4346	35	0	2	Mango Chutney
4347	67	1	0	Mango Chutney
4348	66	1	3	Onion Chutney
4349	19	0	1	Mango Chutney
4350	50	1	0	Mint Sauce
4351	69	1	1	Mango Chutney
4352	59	1	0	Red Sauce
4353	24	1	3	Mango Chutney
4354	23	1	5	Mango Chutney
4355	21	0	2	Mint Sauce
4356	45	1	2	Red Sauce
4357	18	0	3	Onion Chutney
4358	29	1	3	Mango Chutney
4359	57	0	2	Red Sauce
4360	47	1	3	Mint Sauce
4361	46	1	2	Lime Pickle
4362	68	0	5	Mint Sauce
4363	63	0	1	Mango Chutney
4364	57	1	0	Mango Chutney
4365	61	0	0	Onion Chutney
4366	53	1	0	Onion Chutney
4367	52	0	5	Lime Pickle
4368	41	1	3	Mint Sauce
4369	28	0	1	Mint Sauce
4370	54	1	0	Onion Chutney
4371	46	1	1	Mint Sauce
4372	46	1	2	Mint Sauce
4373	26	1	2	Onion Chutney
4374	46	1	4	Mango Chutney
4375	55	0	4	Onion Chutney
4376	66	1	2	Mango Chutney
4377	15	0	3	Lime Pickle
4378	31	1	1	Mango Chutney
4379	16	1	1	Onion Chutney
4380	59	0	2	Mint Sauce
4381	18	1	5	Red Sauce
4382	28	0	1	Mango Chutney
4383	24	1	3	Onion Chutney
4384	28	1	4	Mint Sauce
4385	58	0	1	Red Sauce
4386	53	0	4	Mint Sauce
4387	67	1	2	Mint Sauce
4388	64	1	3	Mango Chutney
4389	43	0	1	Mango Chutney
4390	41	0	0	Onion Chutney
4391	21	1	4	Mango Chutney
4392	49	1	1	Mint Sauce
4393	53	0	4	Onion Chutney
4394	46	0	5	Mint Sauce
4395	59	0	0	Mango Chutney
4396	48	0	4	Mango Chutney
4397	60	0	2	Mango Chutney
4398	58	0	3	Mint Sauce
4399	65	1	3	Onion Chutney
4400	36	0	2	Mint Sauce
4401	40	0	3	Red Sauce
4402	44	1	4	Onion Chutney
4403	19	1	0	Mango Chutney
4404	46	1	2	Mint Sauce
4405	26	0	5	Onion Chutney
